Document_Number,Posting_Date,Fiscal_Year_Period,Company_Code,Store,Cost_Center,GL_Account,GL_Account_Name,Cost_Category,Cost_Subcategory,Amount_USD,Currency
ACD-100164,2025-01-07,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,170.44,USD
ACD-100165,2025-01-07,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,116.94,USD
ACD-100166,2025-01-07,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,27.55,USD
ACD-100167,2025-01-07,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,67.18,USD
ACD-100168,2025-01-07,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,35.14,USD
ACD-100169,2025-01-07,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,19.96,USD
ACD-100170,2025-01-07,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,15.29,USD
ACD-100171,2025-01-07,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,32.88,USD
ACD-100172,2025-01-07,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,678.78,USD
ACD-100173,2025-01-07,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,162.17,USD
ACD-100174,2025-01-07,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,117.79,USD
ACD-100175,2025-01-07,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,38.11,USD
ACD-100176,2025-01-07,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,56.13,USD
ACD-100177,2025-01-07,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,22.04,USD
ACD-100178,2025-01-07,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,20.24,USD
ACD-100179,2025-01-07,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,16.37,USD
ACD-100180,2025-01-07,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,22.62,USD
ACD-100181,2025-01-07,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,603.52,USD
ACD-100182,2025-01-07,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,149.03,USD
ACD-100183,2025-01-07,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,108.35,USD
ACD-100184,2025-01-07,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,25.33,USD
ACD-100185,2025-01-07,2025-01,CC100 - Hakam Global Coffee,University,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,50.4,USD
ACD-100186,2025-01-07,2025-01,CC100 - Hakam Global Coffee,University,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,20.97,USD
ACD-100187,2025-01-07,2025-01,CC100 - Hakam Global Coffee,University,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,22.04,USD
ACD-100188,2025-01-07,2025-01,CC100 - Hakam Global Coffee,University,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,11.86,USD
ACD-100189,2025-01-07,2025-01,CC100 - Hakam Global Coffee,University,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,16.06,USD
ACD-100190,2025-01-08,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,749.73,USD
ACD-100191,2025-01-08,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,177.59,USD
ACD-100192,2025-01-08,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,118.72,USD
ACD-100193,2025-01-08,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,33.73,USD
ACD-100194,2025-01-08,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,85.68,USD
ACD-100195,2025-01-08,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,31.48,USD
ACD-100196,2025-01-08,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,31.32,USD
ACD-100197,2025-01-08,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,20.93,USD
ACD-100198,2025-01-08,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,20.93,USD
ACD-100199,2025-01-08,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,819.14,USD
ACD-100200,2025-01-08,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,207.6,USD
ACD-100201,2025-01-08,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,146.68,USD
ACD-100202,2025-01-08,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,47.94,USD
ACD-100203,2025-01-08,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,71.27,USD
ACD-100204,2025-01-08,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,23.0,USD
ACD-100205,2025-01-08,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,21.06,USD
ACD-100206,2025-01-08,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,13.96,USD
ACD-100207,2025-01-08,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,21.86,USD
ACD-100208,2025-01-08,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,422.0,USD
ACD-100209,2025-01-08,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,99.24,USD
ACD-100210,2025-01-08,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,75.77,USD
ACD-100211,2025-01-08,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,19.12,USD
ACD-100212,2025-01-08,2025-01,CC100 - Hakam Global Coffee,University,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,57.65,USD
ACD-100213,2025-01-08,2025-01,CC100 - Hakam Global Coffee,University,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,22.29,USD
ACD-100214,2025-01-08,2025-01,CC100 - Hakam Global Coffee,University,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,16.62,USD
ACD-100215,2025-01-08,2025-01,CC100 - Hakam Global Coffee,University,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,18.59,USD
ACD-100216,2025-01-08,2025-01,CC100 - Hakam Global Coffee,University,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,23.71,USD
ACD-100217,2025-01-09,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,790.96,USD
ACD-100218,2025-01-09,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,196.74,USD
ACD-100219,2025-01-09,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,122.32,USD
ACD-100220,2025-01-09,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,36.33,USD
ACD-100221,2025-01-09,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,86.91,USD
ACD-100222,2025-01-09,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,33.68,USD
ACD-100223,2025-01-09,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,25.72,USD
ACD-100224,2025-01-09,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,23.6,USD
ACD-100225,2025-01-09,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,21.02,USD
ACD-100226,2025-01-09,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,683.09,USD
ACD-100227,2025-01-09,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,164.02,USD
ACD-100228,2025-01-09,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,119.94,USD
ACD-100229,2025-01-09,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,29.47,USD
ACD-100230,2025-01-09,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,73.85,USD
ACD-100231,2025-01-09,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,21.81,USD
ACD-100232,2025-01-09,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,16.58,USD
ACD-100233,2025-01-09,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,18.34,USD
ACD-100234,2025-01-09,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,25.01,USD
ACD-100235,2025-01-09,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,469.81,USD
ACD-100236,2025-01-09,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,105.61,USD
ACD-100237,2025-01-09,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,83.02,USD
ACD-100238,2025-01-09,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,21.11,USD
ACD-100239,2025-01-09,2025-01,CC100 - Hakam Global Coffee,University,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,54.05,USD
ACD-100240,2025-01-09,2025-01,CC100 - Hakam Global Coffee,University,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,24.16,USD
ACD-100241,2025-01-09,2025-01,CC100 - Hakam Global Coffee,University,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,16.58,USD
ACD-100242,2025-01-09,2025-01,CC100 - Hakam Global Coffee,University,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,15.04,USD
ACD-100243,2025-01-09,2025-01,CC100 - Hakam Global Coffee,University,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,19.22,USD
ACD-100244,2025-01-10,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,1232.57,USD
ACD-100245,2025-01-10,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,281.24,USD
ACD-100246,2025-01-10,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,211.37,USD
ACD-100247,2025-01-10,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,55.19,USD
ACD-100248,2025-01-10,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,71.44,USD
ACD-100249,2025-01-10,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,35.18,USD
ACD-100250,2025-01-10,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,21.46,USD
ACD-100251,2025-01-10,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,17.77,USD
ACD-100252,2025-01-10,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,30.4,USD
ACD-100253,2025-01-10,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,678.16,USD
ACD-100254,2025-01-10,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,161.63,USD
ACD-100255,2025-01-10,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,122.04,USD
ACD-100256,2025-01-10,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,40.64,USD
ACD-100257,2025-01-10,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,53.43,USD
ACD-100258,2025-01-10,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,23.64,USD
ACD-100259,2025-01-10,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,17.76,USD
ACD-100260,2025-01-10,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,22.23,USD
ACD-100261,2025-01-10,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,27.38,USD
ACD-100262,2025-01-10,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,847.62,USD
ACD-100263,2025-01-10,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,199.01,USD
ACD-100264,2025-01-10,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,131.15,USD
ACD-100265,2025-01-10,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,48.04,USD
ACD-100266,2025-01-10,2025-01,CC100 - Hakam Global Coffee,University,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,56.12,USD
ACD-100267,2025-01-10,2025-01,CC100 - Hakam Global Coffee,University,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,24.07,USD
ACD-100268,2025-01-10,2025-01,CC100 - Hakam Global Coffee,University,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,23.59,USD
ACD-100269,2025-01-10,2025-01,CC100 - Hakam Global Coffee,University,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,15.71,USD
ACD-100270,2025-01-10,2025-01,CC100 - Hakam Global Coffee,University,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,14.32,USD
ACD-100271,2025-01-11,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,1173.03,USD
ACD-100272,2025-01-11,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,272.11,USD
ACD-100273,2025-01-11,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,199.3,USD
ACD-100274,2025-01-11,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,68.95,USD
ACD-100275,2025-01-11,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,64.38,USD
ACD-100276,2025-01-11,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,26.17,USD
ACD-100277,2025-01-11,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,18.08,USD
ACD-100278,2025-01-11,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,20.97,USD
ACD-100279,2025-01-11,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,23.93,USD
ACD-100280,2025-01-11,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,907.71,USD
ACD-100281,2025-01-11,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,225.75,USD
ACD-100282,2025-01-11,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,141.7,USD
ACD-100283,2025-01-11,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,47.82,USD
ACD-100284,2025-01-11,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,57.82,USD
ACD-100285,2025-01-11,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,27.44,USD
ACD-100286,2025-01-11,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,27.33,USD
ACD-100287,2025-01-11,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,21.23,USD
ACD-100288,2025-01-11,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,18.31,USD
ACD-100289,2025-01-11,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,685.27,USD
ACD-100290,2025-01-11,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,158.34,USD
ACD-100291,2025-01-11,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,102.86,USD
ACD-100292,2025-01-11,2025-01,CC100 - Hakam Global Coffee,University,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,37.98,USD
ACD-100293,2025-01-11,2025-01,CC100 - Hakam Global Coffee,University,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,54.86,USD
ACD-100294,2025-01-11,2025-01,CC100 - Hakam Global Coffee,University,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,20.09,USD
ACD-100295,2025-01-11,2025-01,CC100 - Hakam Global Coffee,University,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,20.55,USD
ACD-100296,2025-01-11,2025-01,CC100 - Hakam Global Coffee,University,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,14.74,USD
ACD-100297,2025-01-11,2025-01,CC100 - Hakam Global Coffee,University,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,18.31,USD
ACD-100298,2025-01-12,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,764.27,USD
ACD-100299,2025-01-12,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,170.44,USD
ACD-100300,2025-01-12,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,520000,Direct Barista Labor & Payroll,COGS,Direct Labor,134.89,USD
ACD-100301,2025-01-12,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_BAR_01,530000,Packaging & Sustainable Cups,COGS,Packaging,44.39,USD
ACD-100302,2025-01-12,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,610000,Store Rent & Facility Lease,OPEX,Rent,75.48,USD
ACD-100303,2025-01-12,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,620000,Utilities (Power/Water/Gas),OPEX,Utilities,37.82,USD
ACD-100304,2025-01-12,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_MKT_03,640000,Digital Marketing & Channel Promo,OPEX,Marketing,26.42,USD
ACD-100305,2025-01-12,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_ADM_04,650000,Admin & IT Support Overhead,OPEX,Admin,15.5,USD
ACD-100306,2025-01-12,2025-01,CC100 - Hakam Global Coffee,Downtown,CC_FAC_02,630000,Equipment Depreciation (Espresso/Grinders),Depreciation,Depreciation,21.97,USD
ACD-100307,2025-01-12,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,410000,Gross Beverage & Food Revenue,Revenue,Revenue,779.81,USD
ACD-100308,2025-01-12,2025-01,CC100 - Hakam Global Coffee,Corporate Park,CC_BAR_01,510000,Direct Raw Materials (Beans/Dairy/Syrup),COGS,Direct Materials,199.6,USD
